bus_id,Vm,Va_deg
35308,1.08835,-18.534
35309,1.07756,-11.6771
35310,1.08982,-18.5758
35311,1.09209,-16.8716
35312,1.09512,-13.538
35313,1.08392,-19.3804
35314,1.09257,-19.771
35315,1.09323,-12.1305
35316,1.08709,-20.8313
35317,1.08789,-20.9662
35318,1.08358,-19.8341
35319,1.0944,-11.1662
35320,1.09687,-15.6363
35321,1.09375,-5.70839
35322,1.08887,-19.0036
35323,1.09198,-13.7121
35324,1.09497,-21.3522
35325,1.09625,-21.3324
35326,1.09454,-9.2989
35327,1.08283,-22.3037
35328,1.07907,-16.2572
35329,1.09001,-7.19038
35330,1.05821,-22.0977
35331,1.08736,-10.7967
35332,1.05845,-23.5191
35333,1.0967,-21.7437
35334,1.08546,-7.948
35335,1.09161,-19.5668
35336,1.09331,-6.60498
35337,1.06725,-21.5227
35338,1.08826,-8.1184
35339,1.09553,-21.3797
35340,1.07423,-22.6219
35341,1.09057,-7.4719
35342,1.06704,-24.3615
35377,1.07126,-6.56467
35378,1.08617,-11.1866
35379,1.08507,-9.60975
35380,1.08628,-18.7403
35381,1.08212,-9.90318
35382,1.07601,-8.09434
35383,1.08132,-21.6208
35384,1.08065,-23.9004
35385,1.08104,-8.00269
35386,1.08811,-15.1766
35387,1.08515,-6.00593
35388,1.07018,-5.06426
35389,1.08239,-6.90467
35390,1.04733,-16.1497
35391,1.06842,-12.5405
35392,1.08623,-11.3333
35393,1.0491,-19.428
35394,1.08872,-19.2104
35395,1.0822,-23.9083
35396,1.07577,-17.8665
35397,1.08075,-16.8944
35398,1.04641,-16.2529
35399,1.1,-12.9878
35400,1.09044,-7.60306
35401,1.07174,-10.9025
35402,1.09924,-23.9741
35403,1.05662,-13.0514
35404,1.08317,-17.1043
35405,1.08031,-17.9791
35406,1.04158,-16.5187
35407,1.08768,-12.347
35408,1.04625,-16.6813
35409,1.06378,-22.711
35410,1.07081,-22.0838
35411,1.08745,-23.8899
35412,1.03903,-26.3614
35413,1.09666,-12.8816
35414,1.09734,-23.8112
35415,1.07031,-18.8988
35416,1.07505,-18.4609
35417,1.03694,-17.6017
35418,1.07504,-9.30628
35419,1.08017,-10.4794
35420,1.09644,-12.8698
35421,1.08518,-5.08882
35422,1.0679,-26.6391
35423,1.02266,-18.1107
36603,1.07713,-24.6013
36604,1.07887,-24.178
36605,1.07566,-24.0372
36606,1.05119,-22.1332
36607,1.04507,-22.5817
36608,1.07199,-23.4882
36609,1.06472,-21.2623
36610,1.07729,-20.0715
36611,1.04701,-19.2959
36612,1.04445,-19.9638
36613,1.04968,-20.4989
36614,1.07266,-21.6278
