bus_id,Vm,Va_deg
50134,1.1,-55.0091
50135,1.09215,-59.2137
50136,1.07546,-50.138
50137,1.07102,-47.2043
50138,1.09851,-36.6758
50139,1.0697,-59.2626
50140,1.03625,-58.1495
50141,1.04727,-53.4035
50142,1.02942,-67.9125
50143,1.05649,-51.812
50144,1.02901,-67.8866
50145,1.06714,-42.3359
50146,1.06347,-57.0891
50147,1.03888,-67.1058
50148,1.03391,-61.4001
50149,1.04419,-57.6013
50150,1.04608,-60.6724
50151,1.03023,-66.9112
50152,1.03997,-62.7974
50153,1.02014,-63.4685
50154,1.05926,-60.893
50155,1.03772,-64.3853
50156,1.04148,-64.7463
50157,1.05581,-60.6343
50158,1.06917,-47.9673
50159,1.08168,-51.0335
50160,1.08384,-55.1869
50161,1.05309,-61.2441
50162,1.07868,-48.4524
50163,1.0323,-56.529
50164,1.03306,-56.42
50165,1.06107,-60.0941
50166,1.03689,-55.6296
50167,1.06249,-56.4175
50168,1.04249,-56.6863
50169,1.05095,-52.5065
50170,1.02858,-61.7237
50171,1.04709,-62.0736
50172,1.02534,-60.8402
50173,1.06593,-55.5163
50175,1.03298,-61.235
50176,1.09245,-51.927
50178,1.02545,-59.2819
50179,1.025,-59.3554
50181,0.994916,-69.2894
50182,0.986414,-69.1289
50183,1.01536,-71.084
50185,1.01209,-72.4656
50186,1.031,-73.9296
50187,0.967702,-78.1758
50188,0.995796,-80.9518
50189,0.975034,-78.8067
50190,0.981973,-78.3192
50191,0.977362,-76.6961
50192,1.00103,-72.943
50193,1.02207,-73.2502
50194,0.975286,-78.7832
50195,0.993651,-79.3383
50196,1.01622,-71.561
50197,0.982252,-77.8406
50200,0.981194,-76.9031
50201,0.975875,-78.6347
50202,1.00499,-74.8445
50203,1.01812,-71.8717
50205,0.99342,-79.5069
50206,1.07451,-62.8975
50207,1.08361,-64.4379
50208,1.06355,-66.0277
50209,1.0484,-72.3703
50210,1.06093,-69.0664
50211,0.951219,-80.6205
50212,1.03726,-81.6664
50213,1.05222,-68.9861
50214,1.06153,-76.4175
50215,1.0401,-76.1764
50216,1.04904,-72.4985
50217,1.02927,-81.7361
50218,1.0303,-76.2841
50219,0.954968,-79.6555
50220,1.04475,-73.6048
50221,1.06461,-65.9048
50222,1.08521,-78.3851
50223,1.07596,-68.7849
50224,1.0168,-74.173
50225,1.04552,-75.0301
50226,1.08254,-69.3451
50227,1.02972,-81.8661
50228,1.05455,-71.4976
50229,1.06305,-67.2511
50230,1.07393,-71.5683
50231,1.01985,-78.8362
50232,1.03702,-79.1354
50233,1.06437,-76.7285
50234,1.02045,-87.6285
50235,1.0586,-73.8606
50236,1.08165,-73.7168
50237,1.0911,-63.8739
50238,1.06815,-40.8159
50239,1.06207,-48.5451
50240,1.08435,-42.1127
50241,1.08531,-43.2687
50242,1.05929,-15.2801
50243,1.0591,-44.1072
50244,1.07889,-26.1546
50245,1.06902,-44.1338
50246,1.04119,-45.0975
50247,1.0836,-42.5042
50248,1.07368,-42.3761
50249,1.1,-25.2947
50250,1.08356,-35.5062
50251,1.03332,-33.4883
50252,1.04594,-36.9169
50253,1.0792,-38.299
50254,1.0768,-36.7252
50256,1.00778,-33.4535
50257,1.07726,-30.956
50258,1.06507,-46.336
50259,1.07479,-39.0476
50260,1.07774,-30.3926
50261,1.06784,-45.0566
50262,0.962652,-32.6105
50263,1.03333,-33.5095
50264,1.06422,-32.5354
50265,1.04874,-46.1743
50266,1.05474,-51.9902
50267,1.02315,-47.5013
50268,1.04796,-16.4735
50269,1.05105,-50.4321
50270,1.08573,-37.3971
50271,1.09099,-18.3365
50272,1.08225,-34.0622
50273,1.06403,-32.548
50274,1.044,-43.1857
50275,1.0696,-42.5666
50276,1.03651,-45.2493
50277,1.04528,-39.3858
50278,1.05886,-39.4931
50279,1.04975,-56.4415
50280,1.0488,-49.4723
50281,1.06938,-40.7578
50282,1.067,-37.0014
50283,1.08381,-28.8689
50284,1.05678,-43.7588
50285,1.05922,-41.9328
50286,1.03005,-49.9238
50287,1.04533,-34.2198
50288,1.06209,-47.1802
50289,1.05572,-42.6456
50290,1.05755,-39.9978
50291,1.00055,-73.7248
50292,0.98836,-81.0573
50293,1.00653,-82.3821
50294,1.06762,-69.5346
50295,1.03645,-74.6383
50296,1.07302,-67.2811
