bus_id,Vm,Va_deg
1,0.999952,-29.9515
2,1.05238,-12.4018
3,0.968486,-30.259
4,1.04125,-31.0539
5,1.00988,-59.3064
6,1.03481,-13.0208
7,1.04484,-13.277
8,1.04986,-24.7158
9,1.03767,-35.0074
10,1.0328,-29.2362
11,1.0328,-29.2362
12,1.02088,-14.1093
13,1.08632,-3.52516
14,1.06434,-36.2941
15,1.03226,-16.8127
16,1.02682,-18.1775
17,1.03762,-30.0017
18,0.964856,-24.5444
19,1.02847,-23.5169
20,0.96557,-24.5816
21,1.00711,-19.3633
22,1.02738,-22.7549
23,1.05203,-29.2097
24,1.04338,-29.5023
25,1.07071,-26.6618
26,1.01184,-27.1441
27,1.04882,-22.1996
28,1.02402,-31.7347
29,1.03085,-21.1329
30,1.03542,-29.7138
31,1.05941,-26.6527
32,1.09504,-23.6361
33,1.07076,-23.2769
34,1.07911,-23.5135
35,1.05714,-19.0866
36,1.0405,-17.647
37,1.01974,-19.704
38,1.03287,-28.1087
39,1.01985,-44.1621
40,1.05709,-34.2777
41,1.06972,-31.2824
42,1.1305,-9.593
43,1.0472,-32.4687
44,1.02653,-55.2067
45,1.0107,-37.4562
46,1.05408,-28.2863
47,1.06349,-26.015
48,1.02995,-31.4426
49,1.02066,-22.2582
50,1.06303,-30.5986
51,1.05077,-25.5813
52,1.02581,-39.4719
53,1.00692,-33.729
54,1.02431,-20.7747
55,1.08431,-34.7962
56,1.07719,-31.2308
57,1.06296,-11.6412
58,1.08418,-34.813
59,0.989023,-28.229
60,1.02102,-21.2117
61,0.990846,-25.3332
62,1.0053,-21.4588
63,1.00542,-13.3716
64,1.06722,-23.7401
65,1.00215,-26.0083
66,1.02875,-26.5265
67,1.03915,-16.971
68,1.00465,-22.5704
69,1.04416,-60.0858
70,1.03267,-12.7934
71,1.03872,-34.2822
72,1.08889,-25.1996
73,1.08889,-25.1996
74,1.06743,-23.61
75,1.0461,-26.7947
76,1.07607,-10.1571
77,1.0017,-24.2576
78,1.03861,-15.4772
79,1.02751,-32.7977
80,1.05742,-32.5261
81,1.05744,-32.5261
82,1.02739,-22.147
83,1.05926,-32.1797
84,1.03159,-16.0022
85,1.0327,-14.572
86,1.01946,-47.2339
87,1.0303,-13.9922
88,1.05191,-19.4302
89,1.0417,-35.1749
90,0.965503,-25.114
91,0.964856,-24.5444
92,1.03534,-16.9269
93,0.978107,-25.8121
94,1.03413,-27.0444
95,1.01919,-39.1882
96,1.06089,-25.1558
97,1.05621,-12.98
98,1.0264,-27.2576
99,0.997728,-24.9898
100,1.01711,-31.5045
101,1.01742,-17.5949
102,1.05058,-12.0614
103,1.01486,-21.2797
104,1.04812,-18.3473
105,1.03467,-23.2625
106,1.04544,-28.0307
107,1.04773,-29.4105
108,1.0578,-29.9397
109,1.05698,-19.5245
110,1.03436,-16.3248
111,1.02978,-18.8476
112,1.01813,-32.8945
113,1.05145,-29.3155
114,1.05262,-30.6799
115,1.08633,-3.52525
116,1.08633,-3.52525
117,1.00873,-31.8072
118,1.04848,-26.4846
119,0.9848,-16.5671
120,1.06162,-29.0607
121,1.01745,-21.4378
122,1.01509,-22.2217
123,1.01261,-22.2895
124,1.02497,-27.3561
125,1.05236,-20.0634
126,1.03423,-13.4034
127,1.03263,-35.2569
128,1.05866,-9.42286
129,1.05996,-7.32126
130,1.07742,-7.51258
131,1.07495,-15.2679
132,1.05036,-11.3699
133,0.994997,-36.356
134,1.03729,-33.1372
135,1.08514,-34.6245
136,1.03837,-43.3229
137,1.02369,-15.7739
138,1.05907,-16.5659
139,1.03781,-4.18405
140,1.06797,-0.901551
141,1.08027,2.34626
142,0.993205,-27.7025
143,1.02208,-22.876
144,1.05233,-27.2568
145,1.06913,-23.4502
146,1.08369,-20.191
147,1.03652,-29.4642
148,1.04075,-19.9144
149,1.0317,-38.6733
150,1.05732,-27.1261
151,1.00882,-21.9862
152,1.00874,-20.7332
153,1.04983,-24.6804
154,1.06866,-21.2838
155,1.03399,-7.49613
156,1.00877,-21.9915
157,0.946825,-27.5655
158,0.978701,-25.3318
159,1.0437,-29.6094
160,1.04138,-21.914
161,1.04119,-21.918
162,1.03334,-24.8175
163,1.0144,-22.4314
164,1.0144,-22.4314
165,1.05769,-33.7656
166,1.03273,-38.1804
167,1.02751,-38.6975
168,1.05782,-33.7591
169,1.01418,-30.1199
170,1.03353,-35.1861
171,1.05512,-38.8186
172,1.0611,-34.338
173,1.0704,-25.6102
174,1.05862,-28.7829
175,1.04369,-6.23762
176,1.09996,-5.01643
177,1.08859,-31.8163
178,1.08859,-31.8163
179,1.03282,-35.2434
180,1.08859,-31.8163
181,1.04988,-15.9082
182,1.02434,-16.5439
183,1.02538,-28.7899
184,1.07112,-30.3637
185,0.984534,-28.6165
186,1.03137,-24.8784
187,1.05125,-9.20768
188,1.08044,-7.3644
189,1.02487,-13.9731
190,0.963669,-25.7718
191,1.01459,-29.9015
192,1.05898,-12.7029
193,1.05167,-29.846
194,1.05875,-12.2616
195,1.06362,-33.2271
196,1.06362,-33.2272
197,1.00369,-22.7077
198,1.01451,-16.1459
199,1.01796,-45.8732
200,1.07251,-13.1063
