bus_id,Vm,Va_deg
3,1.06701,-30.258
4,1.07035,-10.4655
10,1.06683,-23.3646
15,1.06843,-40.7607
21,1.05951,-21.8969
22,1.07919,-19.5791
26,1.08413,-4.38493
29,1.05515,-14.87
32,1.03576,-35.0721
33,1.06138,-32.5125
38,1.05265,-1.19566
39,1.01602,-29.2582
42,1.08808,-37.8534
44,1.0735,-21.374
51,1.07544,-37.9695
52,1.05143,-23.669
53,1.09515,-16.2735
58,1.04586,-16.7226
59,1.07814,-27.2299
69,1.05111,-24.6284
71,1.0831,-20.7535
72,1.04531,-34.1229
75,1.07702,-41.5234
76,1.05276,-1.19302
77,1.08009,-40.1729
89,1.02339,-16.9951
90,1.0821,-31.5353
91,1.05528,-20.8154
96,1.09392,-16.2484
113,1.07226,-12.8205
115,1.08131,-16.5239
118,1.07928,-12.011
124,1.1,3.55878
128,1.04942,-18.3869
130,1.0878,-37.8013
132,1.09455,-34.0782
133,1.05432,-22.7005
138,1.09354,-32.4321
139,1.03965,-7.41415
140,1.06052,-8.57053
143,1.05775,-19.5294
145,1.08478,-9.05435
148,1.08914,-12.2338
150,1.1,-0.023835
163,1.08984,-16.5231
164,1.0646,-25.4971
171,1.06759,-34.4868
172,1.0547,-40.2895
174,1.09159,-22.8719
177,0.995022,-31.797
179,1.09276,-38.6837
184,1.06108,-14.9742
188,1.06221,-18.3566
194,1.08372,-14.8692
195,1.09103,-13.6468
196,1.09932,-25.8918
198,1.04593,-18.8035
199,1.051,-22.7118
201,1.08247,-39.6303
205,1.05228,-18.7706
207,1.04512,-16.6781
211,1.06596,-12.5012
216,1.08622,-25.3537
217,1.05069,-10.6659
218,1.09024,-21.8104
221,1.04083,-17.2196
225,1.07837,-16.9091
228,1.07313,-19.617
230,1.05141,-35.19
231,1.05183,-4.62324
236,1.07164,-42.9268
243,1.06573,-11.5729
244,1.03876,-17.7972
249,1.03541,-35.0778
257,1.06458,-38.7933
261,1.08313,-35.8958
264,1.07148,-39.3505
266,1.09141,-35.0242
267,1.07361,-41.3489
268,1.06862,-0.719338
271,1.06974,-21.1974
275,1.04701,-23.0332
280,1.08728,-10.8784
281,1.07484,-12.964
283,1.05439,-15.4903
284,1.06815,-40.8317
292,1.09766,-17.8363
297,1.06916,-20.0747
299,1.1,-34.598
304,1.02238,-44.6483
305,1.08671,-25.0083
306,1.04552,-19.2696
311,1.04731,-23.2767
312,1.09528,-13.0977
314,1.03737,-19.9364
315,1.0409,-30.2386
317,1.04733,-12.9433
322,0.985793,-33.2465
326,1.06866,-0.669428
333,1.03325,-39.87
338,1.1,-7.67547
344,1.07125,-25.7626
346,1.08455,-21.8665
349,1.06231,-16.6057
350,1.06976,-22.2515
351,1.05874,-7.945
352,1.04201,-1.87988
360,1.08846,-13.3337
367,1.09518,-23.2834
369,1.08023,-12.0994
370,1.04473,-23.4524
377,1.0791,-17.1311
380,1.02993,-20.9103
385,1.08472,-38.7988
387,1.08296,-19.3401
389,1.03648,-32.1799
392,1.04515,-24.2568
395,1.0747,-12.3245
401,1.08956,-21.8853
408,1.06203,-15.3639
410,1.08346,-29.6264
413,1.09632,-3.68067
415,1.06968,-41.0875
416,1.08834,-17.1922
420,1.08955,-10.1795
425,1.04509,-14.1148
426,1.07449,-20.4501
427,1.09486,-27.7845
429,1.08538,-38.0087
432,1.07834,-2.73127
440,1.04965,-30.1352
441,1.06628,-42.6472
442,1.06304,-33.8783
444,1.05445,-15.524
445,1.06954,-36.551
449,1.03699,-8.28843
453,1.07994,-8.49837
455,1.05694,-32.5692
472,1.05773,-17.6156
473,1.07203,-37.8909
477,1.07624,-34.8912
481,1.06834,-40.4377
483,1.08139,-40.9121
486,1.03971,-19.9858
489,1.07022,-39.4884
490,1.0543,-23.718
496,1.07869,-17.3166
500,1.07783,-26.2307
502,1.09964,-9.02939
506,1.04949,-10.2039
509,1.08512,-49.1928
513,1.09345,-9.83145
516,1.096,-27.8072
519,1.07827,-41.0199
520,1.08998,-30.3728
523,1.0529,-18.3063
527,1.07227,-39.1886
536,1.08672,-39.0642
539,1.04154,-21.3327
544,1.06815,-42.3985
548,1.06501,-10.4336
549,1.1,-17.3144
550,1.07195,-36.4078
552,0.988322,-33.4042
554,1.06893,-21.7028
556,1.05518,-23.4618
558,1.06573,-11.5729
559,1.07888,-20.2587
561,1.09249,-18.1296
564,1.09688,-40.0095
575,1.06274,-15.1803
577,1.06805,-0.808046
579,1.08487,-41.3552
583,1.09329,-23.7566
585,1.07662,-19.6821
593,1.08897,-12.8086
594,1.07686,-5.77838
595,1.07796,-41.073
597,1.0962,-38.0452
601,1.09226,-18.9773
602,1.0679,-39.5608
604,1.02439,-14.1271
608,1.09616,-36.4452
609,1.06701,-25.6398
610,1.01888,-46.2479
615,1.09592,-16.8065
616,1.1,-18.2948
618,1.09345,-38.7999
619,1.09497,-24.7416
621,1.06854,-43.0931
628,0.999847,-26.728
639,1.09161,-36.077
641,1.09696,-14.254
642,1.09402,-39.8334
643,1.05103,-23.0287
649,1.06918,-40.6705
650,1.05527,-13.5881
656,1.05871,-7.94353
658,1.03571,-17.9112
659,1.04638,-12.8938
661,1.04225,-4.7972
662,1.05399,-14.2684
666,1.07153,-14.0442
676,1.05756,-17.9711
678,1.08731,-17.8116
682,1.08433,-16.7928
686,1.08228,-36.5556
687,1.0851,-6.43269
693,1.08655,-31.1561
695,1.03274,-30.2604
698,1.01006,-23.2424
699,1.07409,-41.3485
702,1.02237,-24.6335
706,1.04813,-33.8435
707,1.07059,-33.8502
709,1.09316,-33.3706
710,1.07979,-37.7864
712,1.0211,-24.166
718,1.07987,-29.1702
720,1.01863,-32.8976
722,1.05492,-20.9221
726,1.076,-7.25359
731,1.08583,-39.3857
733,1.04344,-18.4572
739,1.07979,-35.8298
742,1.08527,-6.4342
747,1.09843,-25.9498
749,1.09741,-26.1731
750,1.08794,-25.2204
751,1.07019,-34.8533
754,1.09803,-34.3862
757,1.05751,-13.4921
766,1.08493,-26.8216
769,1.04249,-12.8606
772,1.07415,-24.8572
775,1.0578,-17.6077
776,1.06707,-13.366
778,1.09867,-9.3214
780,1.03174,-36.991
784,1.07015,-19.7647
785,1.04716,-29.0609
789,1.08956,-14.9569
790,1.09689,-12.2886
792,1.04135,-20.4221
795,1.09816,-16.5262
797,1.04195,-32.3384
800,1.05397,-15.523
803,1.0879,-29.5291
804,1.1,-7.79049
805,1.1,-19.9678
806,1.03898,-14.7638
807,1.09301,-32.9765
808,1.07771,-41.5587
809,1.04967,-2.99529
814,1.08296,-39.4195
819,1.09251,-4.11472
823,1.01442,-2.35843
838,1.03941,-21.2034
839,1.04452,-4.18835
849,1.09504,-32.2225
851,1.09984,-16.8023
854,1.07289,-43.0316
858,1.05211,-2.11371
869,1.06809,-39.1546
870,1.08761,-25.3647
871,1.09061,-18.938
878,1.0815,-17.0298
883,1.0685,-10.6435
891,1.09182,-14.7149
892,1.09013,-29.1592
898,1.05063,-12.2696
900,1.08245,-22.2224
903,1.0984,-25.9737
905,1.08109,-25.045
907,1.0854,-8.06608
908,1.09965,-15.0621
913,1.06032,-13.3165
916,1.05212,-29.6044
919,1.04485,-13.8258
920,1.08918,-21.3795
923,1.05362,-23.7875
928,1.04979,-23.8037
929,1.06991,-37.4585
930,1.09675,-26.9188
932,1.07351,-42.6403
933,1.06946,-29.4541
935,1.09698,-24.0243
947,1.04201,-37.9045
948,1.01933,-45.8847
950,1.0549,-23.1646
953,1.0757,-7.14936
954,1.093,-21.7495
955,1.03802,-20.7197
957,1.06924,-37.8317
960,1.04949,-10.2039
962,1.06967,-38.4891
964,1.05888,-12.0551
970,1.05093,-32.3987
972,1.12055,-2.38477
976,1.09321,-39.4783
980,1.09534,-24.6371
981,1.06851,-35.516
986,1.06418,-41.3258
987,1.01332,-29.9388
988,1.07304,-41.423
994,1.05387,-22.0663
999,1.04904,-6.51743
1000,1.0381,-25.834
1001,1.09434,-27.8619
1002,1.0886,-20.362
1005,1.09197,-19.5933
1010,1.05519,-4.16773
1011,1.07163,-25.7589
1013,1.03735,-38.7734
1015,1.09345,-14.5559
1020,1.08295,-19.3401
1021,1.05601,-40.083
1023,1.08472,-41.7202
1025,1.05901,-42.4376
1026,1.07014,-31.794
1027,1.01357,-17.5473
1030,1.04099,-28.2495
1033,1.08776,-25.2915
1035,1.08733,-24.9001
1036,1.04796,-27.7735
1037,1.05125,-13.344
1039,1.08563,-28.9889
1040,1.08476,-8.94505
1043,1.08278,-5.68056
1046,1.04287,-25.522
1051,1.09145,-21.8531
1052,1.06415,-4.40472
1057,1.06837,-0.72083
1060,1.09964,-32.6476
1064,1.06784,-39.3164
1065,1.07543,-43.0266
1074,1.08728,-36.596
1077,1.05439,-15.4903
1078,1.1,-12.1585
1081,1.07468,-12.2521
1083,1.08505,-18.8534
1086,1.08116,-38.7874
1090,1.02604,-22.0528
1093,1.06696,-10.8891
1094,1.07888,-19.6174
1096,1.09266,-4.06524
1100,1.08527,-5.85101
1101,1.07711,-25.7201
1102,1.0963,-3.6804
1105,1.09926,-25.8976
1106,1.08235,-18.8071
1109,1.04095,-28.9533
1111,1.07701,-5.78029
1114,1.08585,-31.2678
1115,1.06534,-30.7274
1121,1.03941,-33.8175
1123,1.07864,-12.384
1124,1.09546,-10.2886
1129,1.01939,-22.8671
1133,1.0922,-35.0574
1136,1.07892,-19.6303
1137,1.09652,-23.986
1146,1.07105,-14.8013
1151,1.08783,-21.0559
1153,1.05794,-8.49695
1155,1.07032,-42.2617
1156,1.05749,-23.1882
1159,1.07301,-31.1747
1163,1.02574,-16.1469
1168,1.09738,-32.5872
1172,1.0987,-25.1608
1173,1.06892,-35.4664
1174,1.01609,-29.2416
1175,1.1,-27.9782
1179,1.04884,-10.8619
1183,1.08831,-28.714
1185,1.04888,-33.9032
1187,1.07928,-14.1031
1188,1.08832,-19.4361
1194,1.07754,-13.2201
1198,1.0447,-15.7277
1200,1.07896,-37.2839
1201,1.08898,-23.3934
1205,1.03555,-22.724
1207,1.04668,-21.705
1216,1.05505,-12.7775
1221,1.0704,-26.0902
1227,1.07912,-17.1309
1232,1.0898,-39.5301
1233,1.0574,-23.2126
1234,1.06511,-17.7044
1237,1.11346,-1.4519
1239,1.03226,-45.295
1240,1.05294,-31.2627
1241,1.04438,-31.1197
1248,1.09,-16.5246
1249,1.06979,-13.1835
1250,1.01015,-30.2951
1251,1.06711,-10.7281
1255,1.05775,-19.5294
1260,1.06218,-13.4837
1262,1.05752,-22.7292
1265,1.09221,-43.1813
1271,1.06596,-33.64
1275,1.07863,-21.041
1277,1.07176,-25.7575
1280,1.0956,-28.8141
1282,1.0666,-39.4273
1294,1.06638,-41.3288
1295,1.09392,-10.7678
1301,1.07423,-24.6983
1305,1.09049,-27.3573
1311,1.04313,-15.9241
1317,1.03631,-14.362
1326,1.09028,-29.1602
1330,1.03313,-25.3164
1331,1.08977,-10.1071
1334,1.06717,-17.6312
1338,1.08748,-13.4041
1339,1.08201,-36.8629
