bus_id,Pg,Qg
50310,1354.3,-9.127
50310,1354.3,-9.127
50311,1215,-70.8945
50311,1215,-70.8945
50312,916.8,-8.02576
50313,893,-3.75459
50313,956.8,-7.06547
50314,738,-33.7332
50314,0,0
50314,0,0
50315,512.98,182.75
50315,65,182.75
50316,721,120.176
50317,215,82.0635
50318,480,20.599
50319,622.4,26.3438
50320,30,45.6662
50320,187.8,45.6662
50320,580.5,147.568
50320,734.1,206.473
50320,734.1,206.473
50320,299.2,86.3599
50320,175,204.531
50320,175,222.817
50321,156.25,50.2131
50321,156.25,50.2131
50322,270,7.77239
50322,270,7.77239
50323,793.2,66.1753
50323,593.4,62.6624
50323,593.4,62.6624
50324,540,139.828
50325,185,-11.1494
50325,567.9,-11.1494
50326,316.49,251.406
50326,122,132.652
50327,150,7.48664
50327,150,7.48664
50327,558,7.48664
50328,460,43.7631
50328,160,61.4432
50328,615,61.4432
50329,150,219.6
50330,4,32.2
50330,125.4,113.4
50330,125.4,113.4
50330,81,62.5
50330,81,62.5
50330,81,62.5
50331,70,11.6388
50331,446,11.6388
50332,95,79.3124
50333,125,68.5352
50333,486,77.8212
50334,351.745,66.8726
50335,455,207.3
50335,455,207.3
50335,50,303.6
50336,464,257.2
50336,353,192
50337,163,40.1569
50337,360,40.1569
50337,163,40.1569
50338,190,138
50338,80,64.3999
50339,283.2,100.035
50340,14.1,19.5011
50341,50,96.3739
50341,271.4,96.3739
50342,170,68.6563
50342,267,68.6563
50342,135,68.6563
50343,1.17488e-07,1.2227
50344,247.7,25.9691
50344,351,12.315
50345,56,39.5042
50345,56,39.5042
50346,243.9,118.1
50346,243.9,118.1
50346,84,145.6
50347,130,48.9916
50347,85,43.4174
50347,242,43.4174
50348,241.7,38.9887
50348,150,38.9887
50348,150,40.9601
50348,150,40.9601
50349,7.01384e-08,-7.1454
50350,50,41.881
50350,50,41.881
50350,185,109.064
50350,55,81.1886
50350,55,88.9469
50351,203,98.1029
50353,80,176.6
50353,215,104.1
50353,215,104.1
50354,0.1,-70.9995
50354,0.1,-74.4995
50354,0.1,-99.6995
50355,25,88.981
50355,4,87.5242
50355,4,90.1973
50355,4,90.1973
50356,1.70688e-07,13.1963
50357,8.4,2.06083
50357,8.4,2.06083
50357,4,2.06083
50357,4,2.06083
50357,4,2.06083
50357,8.4,2.06083
50357,4,2.06083
50357,8.4,2.06083
50357,8.4,2.06083
50357,4,2.06083
50357,4,2.06083
50357,4,2.06083
50357,4.00001,2.06083
50357,8.4,2.06083
50357,8.4,2.06083
50357,4,2.06083
50357,4,2.06083
50357,4,2.06083
50357,8.4,2.06083
50357,4,2.06083
50357,8.4,2.06083
50357,4,2.06083
50357,8.4,2.06083
50357,8.4,2.06083
50358,201.6,3.40559
50360,9.13526e-08,52.7342
50361,275.6,206.699
50361,90,149.999
50361,90,149.999
50362,50,-13.6713
50363,200,-66.6994
50364,8.02585e-08,26.3236
50365,11,23.814
50365,70,112.107
50365,19,63.4857
50366,95,32.1701
50366,95,32.1701
50366,15,31.554
50367,159.5,13.7423
50367,75,13.7423
50367,75,13.7423
50367,75,13.7423
50367,75,14.499
50367,75,14.499
50367,75,14.499
50367,198.9,14.499
50368,15,9.18489
50368,12,9.18489
50368,12,14.437
50368,12,14.437
50368,12,14.437
50368,12,14.437
50368,92,91.005
50368,55,86.4184
50369,2.00026e-07,-13.0418
50370,110,32.3156
50370,196.9,20.6148
50371,195.5,9.33604
50371,102,9.33604
50371,60,21.2154
50372,80,92.8395
50372,192.1,119.038
50372,120,119.038
50372,120,119.038
50372,120,119.038
50373,99,123.089
50373,60,76.6302
50373,60,76.6302
50374,99,39.7063
50374,55,39.8763
50374,60,32.5727
50374,60,32.5727
50375,50,66.205
50375,80,30.3508
50375,189,30.3508
50375,189,30.3508
50376,160,8.88671
50376,78,11.0473
50376,78,11.0473
50377,30,116.4
50377,30,116.4
50377,225.3,139.6
50377,225.3,139.6
50378,183.2,39.8787
50378,90,39.8787
50378,90,39.8787
50378,60,119.84
50379,90,28.0503
50379,90,28.0503
50379,183.2,28.0503
50379,390,86.0919
50380,30,19.6014
50380,202.82,9.30622
50380,40,9.30622
50381,180,111.6
50381,102,111.6
50381,102,111.6
50381,180,111.6
50381,276,133.7
50382,110,111.6
50382,4,49.5999
50384,6.3216e-08,86.2789
50385,130,7.71072
50385,178.5,7.71072
50385,70,7.71072
50386,178.2,86.3
50386,100,50.6
50387,176.8,33.2285
50387,526.6,17.2993
50388,70,109.4
50388,70,109.4
50388,50,122.8
50389,110,-58.6998
50389,176,-58.6998
50389,90,-58.6998
50389,90,-58.6998
50389,224.4,-74.7998
50389,56,-74.7998
50390,90,84.7951
50390,90,84.7951
50390,200,96.8951
50391,80,0
50391,80,0
50391,185,0
50391,65,0
50391,85,0
50392,174.6,33.1492
50392,95,33.1492
50393,115,39.346
50393,90,39.9003
50393,90,39.9003
50394,100,77.358
50394,70,70.1786
50394,70,70.1786
50395,100,8.54269
50395,100,8.34436
50395,100,8.34436
50395,100,8.34436
50395,65,6.88935
50395,65,6.88935
50396,100,51.9099
50396,100,51.9099
50396,171.1,51.9099
50396,100,51.9099
