bus_id,Pg,Qg
39878,58.2,-12.1951
39880,107.6,-20.0826
39896,25.4,-18.4085
39908,63.75,12.0457
39908,63.75,12.0457
39987,115.6,-3.55068
40003,63.75,25.5999
40005,60.35,6.61258
40005,89.25,7.40557
40008,60.35,2.98111
40015,53.89,8.89826
40015,53.55,8.89826
40015,53.55,8.89826
40015,45.9,16.1628
40015,45.135,16.1628
40056,40.9,-45.6
40059,42.21,5.6421
40070,54.825,6.57433
40070,45.135,6.36894
40077,42.5,-15.5528
40081,39.95,26.2436
40143,117.81,-49.9
40143,66.98,-27.2
40143,41.65,-16.7
40143,54.825,-23
40143,76.67,-30.3
40145,35.19,10.5154
75435,600,-270.6
75437,561,-232
75439,560.575,-42.5103
75440,181.05,-72.8
75442,64.5,-57.4939
75444,159.375,-29.9665
75444,158.95,-29.9665
75444,163.2,-31.218
75446,122.21,-48.4701
75448,147.39,-0.870555
75448,147.05,-0.870555
75448,196.605,-14.1696
75450,88,-67.5
75451,127.5,0.236085
75454,0.34,-45.3799
75457,7.04,-36.4197
75458,88,1.90558
75459,115.6,-49
75459,277.44,-116.4
75459,374.85,-194.7
75461,114.75,-45.3
75465,56.25,-28.5611
75466,89,-44.1
75467,74,-9.72596
75468,77.22,-30.5134
75470,97,-43.2
75477,178.5,-52.458
75482,87.975,-35
75482,63.75,-25
75484,60.35,3.63289
75484,73.525,3.94822
75484,97,4.12512
75486,51.425,-6.42714
75486,51.425,-6.42714
75486,51,-6.42714
75488,23.45,-24.0072
75490,33.15,-13.3
75490,42.5,-16.7
75493,39.95,2.59178
75493,75,0.330826
75493,645,-240.814
75493,600,-177.796
75497,33.15,-13.762
75497,34,-13.762
75497,81.09,-32.2595
75500,31.875,-12.5
75500,217.6,-91.5
75502,31.875,-12.5
75502,31.875,-12.5
75503,60.35,12.3407
75503,31.875,8.16665
75507,23.3,-6.7849
75511,21.12,1.77631
75513,147.39,-50.614
75513,63.75,-17.5982
75514,31.875,-2.80438
75517,116.365,39.3752
75517,42.5,9.34867
75519,35.31,-59.4174
75523,986,-90.9499
75524,986,87.1648
75529,992,62.6514
75529,992,62.6514
75533,968,-379.4
75537,800,-79.0026
75537,800,-79.0026
75538,800,-349.3
75538,800,-349.3
75541,610,-285.463
75541,610,-285.463
75543,560.575,4.00017
75543,546.55,4.00017
75546,600,-204.619
75546,539.325,-204.619
75549,555,3.85292
75549,524.79,3.85292
75549,524.11,32.0979
75551,524.025,-138.371
75553,330.565,-8.92004
75555,329.46,-15.3109
75558,317.9,-129.6
75558,505.75,-205.5
75559,10,23.6
75559,10,23.6
75559,10,23.6
75559,10,23.6
75559,306.34,226.9
75560,298.35,88.9327
75562,269.96,73.4865
75562,296.82,82.3036
75565,87,-100
75567,189.72,138.2
75567,297.925,217.2
75568,185.725,-3.01916
75568,66.3,6.07219
75568,95.625,8.97851
75569,145.725,7.33475
75570,159.715,-63.7
75570,176.205,-70
75572,86,-27.1615
75574,100,71.3453
75576,91.08,-19.2145
75576,128.7,-19.2145
75578,100,-64
75581,155.805,56.8672
75581,158.95,58.449
75581,238.425,89.2271
75581,504.135,232.899
75582,86.5982,-47.6122
75582,83.5001,-47.6122
75582,114.777,-47.6122
75582,74.0428,-47.6122
75582,98.7857,-47.6122
75582,144.683,-47.6122
75584,151.725,-16.8055
75584,153,-16.8055
75586,149.175,-24.7429
75586,272,-74.4145
75587,100,-52.7
75587,100,-52.7
75588,100,0
75589,32.1,-14.7842
75592,115.6,-45.3
75592,228.31,-93.5
75592,302.005,-121.3
75593,114.75,14.7655
75593,114.75,14.7655
75595,114.75,-45
75595,113.9,-45
75598,113.9,38.4402
75598,114.75,38.4402
75598,114.75,38.4402
75598,113.9,38.4402
75599,110,-18.9905
75599,96.9,-18.9905
75599,96.9,-18.9905
75599,96.9,-18.9905
75601,96.9,16.4699
75601,96.56,16.4699
75601,96.56,16.4699
75602,90.27,15.2261
75602,309.825,44.8629
75603,96,-5.41972
75606,87,-33.9
75606,97,-33.9
75606,97,-33.9
75606,97,-33.9
75606,85,-33.9
75607,64.32,-12.3313
75608,64.1,-23.9178
75611,170,14.6705
75611,75.905,-0.268273
75611,75.905,6.40545
75611,187.85,32.3757
75612,73.525,25.5268
75612,73.525,25.5268
75612,75.65,25.5268
75612,75.65,25.5268
75614,73.525,9.78274
75614,73.525,9.78274
75614,73.525,9.78274
75614,73.525,9.78274
75614,71.4,9.78274
75614,73.525,9.78274
75614,71.4,9.78274
75614,71.4,9.78274
75615,63.75,9.34613
75615,189.72,-5.65741
75618,58.65,27.983
75618,56.525,27.983
75618,60.35,27.983
75618,60.35,27.983
75618,58.65,27.983
75618,60.35,27.983
75621,51.425,37.8
75621,96.9,60.5
75623,50.065,9.22675
75623,50.065,9.22675
75623,51.425,9.28645
75623,51.425,9.28645
75623,51.425,9.28645
75623,51.425,9.28645
75623,51.425,9.28645
75623,51.425,9.28645
75625,50.065,17.5386
75625,50.065,17.5386
75625,50.065,17.5386
75625,49.3,17.5386
75625,49.3,17.5386
75625,48.195,17.5386
75626,43.265,23.4771
75626,43.265,23.4771
75626,43.265,23.4771
75626,43.265,23.4771
75626,43.265,23.4771
75626,42.5,23.4771
