bus_id,Pg,Qg
1004,158.25,-30.38
1006,25.73,-4.94
1009,61.87,-11.88
1011,10,0
1021,149.63,-28.73
1023,135,17.0269
1026,93.15,-6.53053
1033,208.5,-40.03
1035,67.5,-11.2375
1039,110.63,-21.24
1042,0,0
1043,44.1,-2.13283
1048,0,0
1049,0,0
1050,82.7041,-9.92
1051,65.3282,-9.92
1052,76.9305,-9.92
1053,0,0
1057,0,0
1059,0,0
1060,0,0
1062,0,0
1063,0,0
1066,106.88,-1.50056
1070,120.38,-23.11
1072,124.647,-12.0395
1073,128.034,-3.84249
1074,119.792,-5.76707
1075,144.562,-14.6927
1076,0,0
1077,0,0
1078,95.5,-7.39103
1079,95.5,33.4682
1080,95.5,6.04231
1081,0,0
1082,112.5,-21.6
1084,86.62,-16.63
1088,56.25,-10.8
1090,114.37,7.61491
1090,27,1.24273
2004,0,0
2005,0,0
2006,0,0
2013,150.45,-28.89
2019,0,0
2023,83.33,8.92652
2024,166.67,16.0918
2042,59.7,-11.46
2056,0,0
2057,485.375,-87.84
2059,60,-11.52
2062,101.55,-19.5
2071,112.5,-21.6
2076,22.5,-4.32
2078,84.38,-16.2
2083,20,-2.22
2084,0,0
2085,0,0
2089,50.7,-9.73
2094,0,0
2095,0,0
2099,7.5,-1.44
2100,112.5,-21.6
2103,0,0
2104,0,0
2105,0,0
2115,184.72,15.2051
2116,184.72,17.5577
2117,184.72,20.2388
2118,184.72,19.1779
2119,184.72,16.3878
2120,184.72,18.1953
2123,136.28,-26.16
2127,216.45,-41.56
3004,28.13,-5.4
3017,127.13,-24.41
3020,112.5,-21.6
3028,150,-28.8
3034,97.87,10.4348
3039,156.75,16.4917
3043,0,0
3044,0,0
3045,0,0
3048,180.75,-34.7
3055,183.88,-30.9839
3056,183.88,-9.56407
3057,183.88,-1.09883
3060,124.22,-23.85
3061,124.22,-23.85
3062,124.22,-23.85
3063,124.22,-23.85
3065,60.37,-11.59
3068,112.5,6.00225
3071,127.65,5.90767
3074,74.85,-14.37
3081,186.75,19.597
3084,174.37,34.2285
3086,56.25,8.50966
3087,0,0
3092,150,-28.8
3095,90.45,24.1043
3098,120,-23.04
3105,44.5,-0.74
3106,53.02,-2.69
3110,63,-12.1
3112,56.1,1.13779
3113,56.1,-0.891354
3117,47.25,4.60692
3118,90,5.26708
3120,29.7,0
3122,147.75,3.54647
3127,101.25,-13.3858
3129,94.88,-18.22
3131,85.5,-9.24099
3133,0,0
3133,0,0
3133,0,0
3137,75.9,-11.1696
3141,68.62,-13.18
4010,151.2,9.05848
4026,294.243,-50.02
4030,229.817,-75.93
4045,93.4,-1.54
4046,28.5,-0.47
4047,27.48,-3.23
4050,150,-25.5543
4052,44.2,22.5
4058,144,22.9395
4059,144,23.6223
4060,144,18.3604
4061,172.33,24.2502
4062,167.54,18.949
4063,172.33,26.2034
4065,47,10.3754
4075,0,0
4076,52.9,-19.57
4077,52.9,-19.57
4082,215.723,23.8179
4083,218.554,23.077
4084,241.45,24.4261
4085,105.6,10.5814
4090,0,0
4091,23.5,-2.87
4092,0,0
4093,28,-3.42
4094,28,-3.42
4095,28,-3.42
4096,0,0
4097,28,-3.42
4098,0,0
4105,135,32.9523
4115,39.54,-14.63
4116,39.54,-14.63
4133,0,0
4134,10.08,-3.73
4135,10.08,-3.73
4136,10.08,-3.73
4137,0,0
4138,0,0
4142,141,-27.07
4153,212.4,-40.78
4160,197.77,77.7728
4161,197.77,38.7091
4162,190.914,34.3817
4163,0,0
4166,150.75,10.9124
4177,112.5,-13.8439
4181,150.07,42.62
4183,152.25,27.2522
4192,75,11.0445
4192,183.77,16.9266
4192,0,0
4192,61,9.533
4192,10.4,2.00884
4192,256.297,16.8773
4192,256.297,16.8773
4192,256.297,16.8773
4192,183.77,16.9266
4192,183.77,16.9266
4194,151.2,6.81572
4195,69,-13.25
5020,90,-17.28
5023,0,0
5035,0,0
5036,0,0
5037,308.47,-34.24
5038,308.47,-34.24
5039,308.47,-34.24
5040,308.47,-34.24
5041,308.47,-34.24
5042,308.47,-34.24
5051,84.7,-9.4
5057,0,0
5058,317.35,-35.23
5065,10.6,5.4
5066,0,0
5067,438.27,123.129
5068,438.27,86.8042
5069,438.27,75.0765
5089,0,0
5106,0,0
5107,0,0
5166,126.5,51.8207
5167,1.6,0.809999
5170,45,-8.64
5198,112.5,-21.6
5206,248.67,-27.6
5207,248.67,-27.6
5208,248.67,-27.6
5238,168.75,-32.4
5243,112.5,-21.6
5262,1215,122.504
5263,1215,127.311
5281,80.32,-6.56388
5282,80.32,-6.73523
5283,0,0
5297,0,0
5298,115,19.8456
5299,115,11.8913
5300,115,13.3076
5301,82.7,6.66775
5302,431.804,38.2345
5303,441.251,38.9688
5319,78.84,24.049
5320,0,0
5321,78.84,22.2246
5324,284.07,19.3564
5325,284.07,22.511
5326,284.07,17.2236
5342,8.4,-0.14
5343,207.5,-3.43
5360,302.4,-98.2578
5363,10.4,2.15788
5364,213.33,12.4607
5365,213.33,12.5685
5366,213.33,12.1768
5367,213.33,12.6356
5368,213.33,11.3179
5369,213.33,12.4147
5382,209,-23.2
5383,209,-23.2
5399,124.2,-23.85
5403,89.4,38.8254
5404,89.4,39.4174
5405,89.4,35.6087
5406,89.4,44.9359
5415,122,-13.54
5416,122,-13.54
5417,122,-13.54
5418,118.8,-13.19
5419,118.8,-13.19
5423,12.4,-1.38
5424,0,0
5444,0,0
5444,0,0
5444,0,0
5444,86.7,2.36968
5444,86.7,2.36968
5444,0,0
5444,141.3,7.90989
5444,141.3,7.90989
6006,213,18.3649
6007,0,0
6008,198.33,21.9878
6009,198.33,17.9847
6010,198.33,15.2217
6041,0,14.7993
6042,0,14.1115
6048,0,0
6049,0,0
6050,0,0
6051,57.4,-6.37
6052,0,0
6053,57.4,-6.37
6054,57.4,-6.37
6069,181.37,-6.74466
6070,181.37,2.94764
6071,181.37,-15.2466
6072,0,0
6073,181.37,-4.44699
6074,181.37,-1.99687
6078,169.55,-68.73
6079,170.456,-68.73
6080,170.606,-68.73
6082,41.37,-1.08
6083,65.3,-1.08
6085,1.05,0
6086,22.5,0
6087,0,0
6088,7.95,0
6089,10.42,0
6090,30.52,0
6104,60.5,-6.72
6105,60.5,-6.72
6106,121,-13.43
6110,356.733,69.4124
6111,357.02,73.4584
6144,0,0
6145,446,40.9928
6146,446,41.2357
6147,279.6,24.4984
6148,0,0
6149,216.6,74.827
6164,235.05,14.5581
6165,235.05,13.0434
6166,235.05,17.2316
6167,235.05,14.2747
6213,177.9,-2.93914
6214,552.3,47.4408
6215,552.3,-9.13
6216,552.3,-8.32395
6242,61,2.61833
6243,183,7.36783
6244,298,14.177
6245,298,12.5427
6246,298,9.46679
6247,183.33,5.70727
6248,183.33,7.49341
6249,183.33,8.17439
6257,194,27.8929
6258,194,14.2604
6259,0,0
6260,257,20.6632
6266,4.5,-0.07
6267,7.2,-0.12
6268,4.5,-0.07
6269,7.2,-0.12
6270,0,0
6271,0,0
6272,0,0
6273,0,0
6274,8.4,-0.14
6295,206.23,-22.89
6296,206.23,-22.89
6297,206.23,-22.8416
6301,0,0
6302,247.25,-17.2612
6303,247.25,-27.44
6304,247.25,-22.3626
6305,247.25,-10.9924
6349,0,0
6349,0,0
6349,103,25.1393
6349,0,0
6349,0,0
6349,0,0
6349,0,0
6349,0,0
6349,281.071,117.535
6349,281.071,117.535
6349,0,0
7005,163,16.5499
7006,163,40.6112
7007,163,17.9949
7008,163,15.0158
7009,163,14.7752
7015,0,0
7021,22.4,-2.49
7022,47.4,-5.25999
7023,47.4,-5.26
7024,94.8,-10.52
7025,0,0
7031,29.1,0
7032,7.5,0
7033,7.5,0
7034,0,0
7045,188.45,-20.92
7046,188.45,-20.92
7061,114.9,11.6372
7062,114.9,11.4018
7063,114.9,9.54342
7064,114.9,17.7896
7065,114.9,10.8856
7066,114.9,11.3447
7079,228.65,21.0972
7080,228.65,18.3625
7081,228.65,20.5247
7082,228.65,19.3316
7098,1354.3,265.931
7099,1354.3,175.99
7107,150,23.2369
7108,51,6.16721
7109,51,9.81042
7110,196,25.131
7111,196,23.3838
7112,196,25.1395
7113,196,18.3879
7114,196,22.5147
7115,196,24.8861
7121,0,0
7122,0,0
7133,16.3,5.98847
7134,206.55,18.3499
7135,206.55,17.3482
7136,206.55,17.5057
7137,206.55,13.2276
7138,380.7,35.5231
7139,59,4.06902
7140,59,7.43526
7141,59,8.05047
7142,59,6.99997
7146,10.2,-1.13
7162,110.6,33.294
7163,110.6,23.0717
7164,110.6,42.8792
7165,110.6,42.6646
7166,110.6,19.2283
7167,110.6,17.6235
7168,87.72,29.4013
7169,87.72,44.5634
7170,350.87,56.6161
7189,6.9,3.51
7190,48,20.6359
7191,0,0
7192,35,17.8083
7193,7.5,3.82
7194,230.95,51.7705
7195,230.95,38.8854
7196,230.95,73.3585
7197,230.95,115.026
7207,0,0
7208,229.5,8.09791
7209,229.5,10.2543
7210,178.5,6.98922
7211,178.5,6.30891
7212,178.5,8.20968
7266,304.6,47.9385
7267,90.64,11.0091
7268,90.64,28.2008
7269,90.64,17.1615
7270,181.28,32.0065
7280,0,0
7281,0,0
7284,0,0
7285,21.22,0
7286,21.22,0
7287,21.22,0
7288,21.22,0
7289,42.45,0
7307,96.68,43.4594
7308,96.68,49.21
7309,0,0
7310,96.68,26.1892
7311,193.37,80.6033
7323,124.48,4.42974
7324,124.48,5.61091
7325,124.48,5.75509
7326,124.48,5.35035
7329,101.9,-3.25127
7334,0,0
7335,136.05,40.9948
7349,313.83,52.8367
7350,313.83,28.7454
7351,313.83,27.3145
7352,313.83,25.1378
7353,205.26,24.5645
7354,205.26,66.6495
7355,205.26,66.673
7356,205,34.2392
7357,16.3,5.92302
7358,225.2,21.9955
7359,225.2,33.5189
7360,225.2,24.854
7361,102.7,17.0266
7369,107.27,6.72898
7370,107.27,6.92842
7371,107.27,7.17727
7372,107.27,6.94018
7373,107.27,20.009
7374,107.27,7.20635
7375,183.66,11.9532
7376,183.66,12.5499
7377,183.66,11.5233
7378,183.66,12.0729
