bus_id,Vm,Va_deg
1,1.05884,-12.0136
2,1.07779,-17.4302
3,1.09324,-2.00738
4,1.02544,-20.5801
5,0.941384,-14.6449
6,0.94214,-14.6814
7,1.07753,-16.5825
8,1.02879,-16.2514
10,1.06267,-13.3769
11,1.07272,-13.3027
2571,1.07477,-14.253
12,1.08693,-12.6115
2572,1.09452,-12.0824
13,1.07994,-24.5801
14,1.01202,-21.1522
15,1.02627,-19.5239
16,1.06428,-18.2673
17,1.08781,-25.2225
18,1.08343,-21.9003
19,1.05883,-15.7412
20,1.08758,-25.2232
21,1.08657,-14.8711
22,1.01465,-27.3775
23,1.0153,-20.0104
24,1.08854,-13.6156
2573,1.08864,-13.5723
25,1.0869,-14.8424
26,1.07925,-7.65226
27,1.02941,-19.9915
28,1.0716,-24.0197
2574,1.07159,-24.0201
29,1.02236,-20.037
30,1.07513,-22.0186
31,1.05088,-15.3348
32,1.01679,-25.2209
33,0.94194,-14.8114
34,0.941118,-14.675
35,1.0314,-16.8459
36,1,-15.3385
37,1.04891,-18.7678
38,1.04685,-7.8808
39,1.07568,-18.3397
40,1.07209,-16.3387
41,1.0822,-24.7671
42,1.04172,-16.3694
43,1.05795,-13.5932
44,1.03086,-16.0462
45,1.07352,-22.6102
46,1.09358,-1.96722
2575,1.09329,-1.99219
47,1.04042,-13.2513
48,1.05138,-15.3438
49,1.05159,-11.2016
2576,1.05215,-11.1833
50,1.08215,-7.41247
51,1.08191,-11.1161
52,1.08884,-25.0522
2942,1.05077,-24.507
53,1.0307,-10.8255
54,1.06506,-10.757
55,1.06004,-10.548
56,1.07162,-7.98454
57,1.06966,-23.3318
59,1.08783,-14.6208
60,1.09232,-12.3445
61,1.04844,-16.7526
63,1.02039,-16.1561
2577,1.02033,-17.4058
64,1.08432,-16.2828
65,1.0203,-17.4118
66,0.926731,-15.8156
2578,0.993188,-16.0314
67,1.07659,-15.2335
2579,1.07678,-15.2283
68,1.07461,-24.9085
69,1.07466,-24.9005
70,1.08067,-23.6286
71,1.10885,-16.6299
72,1.08799,-24.938
2580,1.08799,-24.938
74,1.08799,-24.938
75,1.04359,-14.12
76,0.955603,-13.3086
77,1.05813,-16.0566
78,1.07353,-23.1532
79,1.0471,-26.2039
80,1.00029,-21.2731
81,1.06526,-20.2062
82,1.07017,-16.6212
83,1.01254,-21.9854
84,1.07615,-12.7899
85,1.09022,-9.73946
86,1.02145,-19.5511
87,1.01827,-14.0393
88,1.03884,-13.65
89,1.03192,-10.7459
2581,1.03229,-10.5269
90,1.07826,-10.4574
2582,1.0782,-10.4865
91,1.0691,-25.818
92,1.07962,-12.5028
93,1.1085,-16.647
94,1.08344,-7.9135
2583,1.08426,-7.92018
95,1.08417,-8.5382
96,1.07808,-14.7892
97,1.0244,-17.8812
98,1.0747,-11.0581
99,1.08,-24.6159
2584,1.08236,-22.1479
100,1.065,-20.1774
101,1.0855,-17.5001
102,1.08508,-14.8054
2585,1.07466,-15.7396
103,1.08572,-11.4692
104,1.07032,-24.2375
2586,1.08519,-22.8026
105,1.0151,-16.2399
106,1.07733,-8.58736
2587,1.07728,-8.60471
107,1.04981,-12.635
108,1.07576,-9.20179
109,1.0811,-20.4165
110,1.09519,-15.1343
111,1.08083,-20.4685
112,1.08442,-21.7386
2588,1.08438,-21.7482
113,1.08462,-8.11433
114,1.04117,-17.8891
115,1.07865,-15.9604
116,1.08075,-11.793
117,1.03671,-13.9699
118,1.02471,-28.4302
119,1.03706,-19.9361
120,1.02729,-17.1946
121,1.04174,-22.1568
2589,1.0418,-22.1873
122,1.07916,-15.5095
123,1.03753,-24.3127
124,1.05807,-16.4563
125,1.06978,-20.5673
126,1.04551,-13.2329
127,1.08476,-13.2468
128,1.05565,-12.4117
129,1.03986,-17.6192
130,1.06241,-17.0227
2955,1.03211,-19.7345
131,1.06809,-15.2023
132,1.06967,-18.388
133,1.06352,-26.179
134,1.05914,-18.6964
135,1.02172,-20.7064
136,1.06224,-15.8475
137,1.00808,-12.3249
138,1.07885,-9.04191
140,1.10314,-8.51922
2590,1.10303,-8.43351
141,1.08237,-14.332
142,1.07497,-22.1091
143,1.03376,-17.5479
144,1.09615,-17.7623
145,1.0846,-15.7292
146,1.07179,-24.062
147,1.0717,-13.2399
148,1.09495,-12.0449
2591,1.0879,-12.5672
149,1.08817,-25.1977
2592,1.04897,-24.7452
150,1.055,-16.3408
151,1.08799,-25.2103
153,1.06608,-14.2428
154,1.09152,-10.9686
