bus_id,Pg,Qg
1,28.22,18.9524
12,100,-49.9996
18,25.35,8.31446
29,23.19,13.4748
33,16.9,-2.91813
39,100,42.4356
42,10.73,-0.980657
45,100,2.05532
51,100,-40.1083
54,24.72,9.93176
62,1300,247.063
63,400,132.554
66,100,14.0923
68,35.81,18.8076
69,35.81,18.8076
77,16.43,9.33817
78,36.32,15.3027
79,12.09,6.15214
86,100,27.0187
94,11.76,-9.99991
96,32.95,-7.78826
97,32.95,-7.78826
98,100,3.13082
99,15.9,-0.715168
100,15.9,-0.715168
101,32.95,-7.78826
102,32.95,-7.78826
104,58.63,59.9999
107,45.51,-3.19613
110,60.98,-19.9999
114,28.23,-9.9984
115,14.9,-0.353088
121,100,-9.99996
132,26.6891,4.08563
133,24.51,15.1846
134,30.36,-9.99988
135,28.23,-9.9984
136,33.89,-16.743
144,11.87,9.81712
145,400,93.3383
146,400,87.2345
147,400,87.2345
151,100,37.6096
153,24.09,-1.55478
154,1600,158.28
156,32.89,3.62551
161,32.89,3.62551
162,100,8.87549
165,28.23,-9.9984
179,63.35,20.1228
182,23.31,21.6679
196,54.05,32.8037
197,100,-32.1354
207,18.63,6.22822
220,65.15,23.2382
221,65.15,23.2382
222,65.11,37.9607
223,65.15,23.2382
224,65.11,37.9607
225,65.11,37.9607
229,100,30
241,400,247.094
243,21.62,-9.49872
248,24.872,12.9873
250,100,2.05532
258,5.47,-1.08561
259,25.67,9.01281
266,18.99,-1.70955
270,12.27,1.89139
271,400,102.031
273,400,54.2652
274,400,53.4404
275,400,53.4404
276,1300,370.249
278,1241.05,179.734
283,5.33,0.325854
289,24.6,22.8261
294,61.87,-49.3291
296,14,-2.65719
299,100,-25.252
304,26.65,12.6936
305,18.49,-2.03078
306,18.49,-2.03078
307,11.77,6.86937
308,11.77,6.86937
309,21.39,-10
310,21.39,-10
311,21.39,-10
312,21.39,-10
315,5.92338,0.955833
323,900,220.51
324,3.33,2.92896
325,3.2,-9.99999
328,200,40
331,18.41,10.295
332,1.33,0.147541
336,10.72,5.37401
338,10.72,-7.29884
345,700,113.992
346,200,86.4471
351,400,5.28013
354,24.28,17.2055
358,100,149.017
360,56.08,18.1902
361,56.08,18.1902
362,56.08,18.1902
363,200,31.4284
364,3.5,-0.279158
365,63.47,36.0447
368,56.08,18.1902
369,56.08,18.1902
382,300,43.5595
383,68.16,59.4775
392,0.69,0.78273
394,99.9999,18.3222
395,24.82,-6.77012
396,56.85,27.7332
