bus_id,Pg,Qg
2275,29.823,-10.6
2276,39.579,-10.6
2277,11.785,-10.6
2278,11.323,-10.6
2279,22.555,-10.6
2280,19.149,-10.6
2285,201,-7.72174
2289,7.6,-0.926999
2289,4.7,-0.572999
2290,1.733,-0.210999
2290,1.733,-0.210999
2291,1.733,-0.210999
2291,1.733,-0.210999
2292,1.733,-0.210999
2293,1.733,-0.210999
2294,1.6,-0.194999
2294,1.6,-0.194999
2295,1.5,-0.182999
2295,1.4,-0.170999
2296,0.5,-0.060999
2302,111.202,149.646
2303,87.715,149.646
2304,73.167,149.646
2310,0,0
2315,50.341,15.7123
2316,36.523,26.6751
2317,47.475,51.74
2318,15.094,14.9156
2323,161,-23.184
2327,58.498,20.0575
2332,54.251,-13.9572
2333,85.229,-17.8226
2334,69.843,-14.7689
2340,0,0
2341,0,0
2346,13.679,-0.994682
2347,20.929,-1.54409
2348,18.355,-1.44237
2349,36.878,-0.640326
2350,25.574,-1.58129
2351,41.285,-0.221174
2352,0.114,-0.0347385
2353,0.174,-0.0479999
2353,0.211,-0.0479999
2358,2.354,-1.751
2358,7.877,-1.751
2359,5.353,-1.751
2360,15.775,-1.751
2364,21.473,-1.03479
2365,49.538,-0.0997355
2366,56.891,1.18185
2371,39.17,-7.46932
2372,78.726,-7.91329
2373,112.876,-1.44541
2376,0.659,0.742615
2376,1.486,0.742615
2376,1.574,1.11244
2376,9.187,17.0971
2379,39.6,148.609
2384,29.611,-2.62126
2385,35.775,-4.34603
2390,39.963,7.83402
2391,49.889,4.60284
2392,21.03,6.13253
2397,0,0
2401,3.2,1.229
2401,3.2,1.229
2401,3.2,1.229
2401,33,12.672
2401,33,12.672
2404,76.25,-10.98
2404,76.25,-10.98
2409,3.66,-3.108
2409,28,-3.108
2410,8.52,-3.108
2411,9.61,-3.108
2411,3.693,-3.108
2412,4.069,-3.108
2416,12.782,0.140422
2416,8.123,0.140422
2417,14.024,0.0315816
2417,3.342,0.0315816
2418,9.646,0.0748955
2418,7.23,0.0748955
2423,8.738,-6.771
2424,24,-2.664
2428,112.194,126.571
2429,88.972,86.8515
2430,83.42,111.121
2433,12.325,-9.923
2433,15.264,-9.923
2433,23.92,-9.923
2433,36.32,-9.923
2433,10.73,-9.923
2441,53.326,85.6819
2442,48.665,44.3068
2443,75.409,42.6199
2449,134.767,169.088
2450,113.719,100.634
2455,53.208,3.81482
2456,59.222,4.27052
2459,7.414,-2.35274
2459,22,-2.35274
2459,22,-2.35274
2464,27.432,-10.732
2465,28.207,-10.732
2466,30.797,-10.732
2467,30.344,-10.732
2468,32.937,-10.732
2469,43.072,-10.732
2473,12.006,22.2991
2473,22.291,22.2991
2473,36.024,22.2991
2473,10.342,22.2991
2477,10.706,18.6335
2481,59.987,24.262
2486,101.015,3.28061
2487,67.765,-0.301898
2488,80.164,0.580427
2493,150,-21.6
2499,180,1.64019
2500,9,-1.28022
2506,78.585,82.153
2507,52.405,67.7124
2508,51.825,61.8342
2509,60.739,82.153
2510,74.24,68.0558
2515,100.441,-22.892
2516,90.875,-22.892
2517,96.392,-22.892
2521,67.6,14.399
2526,50.297,-17.205
2527,20.217,-17.205
2531,30,0
2531,1.4,0
2536,24.736,10.9183
2537,12.681,5.71311
2538,17.743,6.07157
2539,26.511,9.25924
2544,67.075,-21.3009
2545,42.259,-21.3009
2548,6.386,6.11753
2549,3.501,-3.09697
2549,13.174,-3.09697
2549,9.499,-3.09697
2549,11.521,-3.09697
2549,10.511,-3.09697
2554,46.727,0.0339221
2555,65.353,-0.642978
2556,27.798,-1.29426
2557,32.76,-1.37499
2563,542.749,301.89
2564,369.423,370.046
2567,24.623,1.10616
2567,32.496,1.10616
2567,8.594,1.10616
2567,20.906,1.10616
2567,30.986,1.10616
2567,20.543,1.10616
2573,124.493,-40.032
2578,150,31.95
2583,162.58,-36.097
2584,66.433,-36.097
2588,232.5,37.892
2591,54.7844,17.146
2594,79.6,-11.462
2598,6.698,-2.248
2598,4.163,-2.248
2604,200,42.6
2611,111.827,79.4134
2612,188.945,58.2363
2613,101.235,114.176
2617,22,3.32733
2617,22,3.32733
2623,0,0
2624,0,0
2625,0,0
2630,288.6,-38.7585
2635,241,19.2313
2638,7.225,-8.467
2644,165.625,1.66377
2645,165.625,4.35905
2646,165.625,3.92019
2647,165.625,0.397716
2651,38.418,-7.1413
2652,66.741,-12.4958
2653,24.597,-8.46755
2657,126.5,-10.3256
2662,197,6.75857
2665,78.2,7.30228
2669,86.15,1.16894
2670,72.086,-6.2366
2671,21.216,-5.25186
2677,29.779,73.1414
2678,88.281,94.844
2679,69.424,94.844
2683,283.2,1.99183
2688,203,19.9976
2691,5.001,14.136
2692,21.482,7.94787
2692,11.983,7.94787
2692,8.101,7.94787
2692,10.02,7.94787
2692,17.635,7.94787
2698,83.515,66.9977
2699,45.092,81.1825
2700,35.199,56.0721
2704,53.254,29.6533
2705,22.375,34.2256
2706,73.014,29.6687
2710,10,-1.44
2710,10,-1.44
2711,2.1,-0.301998
2711,2.1,-0.301998
2716,44.732,-13.536
2717,26.584,-13.536
2718,0.251,-0.110995
2718,0.128,-0.110995
2719,0.114,-0.110995
2725,1292.29,-111.053
2726,1322.23,-111.053
2731,5.197,-5.261
2731,23.547,-5.261
2732,18.04,-5.261
