bus_id,Vm,Va_deg
3,1.05096,-20.8346
4,1.07378,-6.26695
10,1.06444,-25.1495
21,1.05823,-22.8092
22,1.0625,-19.1085
26,1.0643,-4.97285
29,1.04103,-9.53636
44,1.07128,-23.1744
53,1.08912,-10.203
58,1.04516,-0.192994
59,1.07858,-16.7358
90,1.06388,-9.15409
96,1.09302,-11.8643
113,1.06103,-12.6639
115,1.08124,-21.1853
118,1.06408,-11.582
124,1.1,5.76504
128,1.05457,-18.2148
145,1.09248,-8.29421
148,1.09204,-4.95788
150,1.0927,-1.63636
163,1.04796,-13.7728
171,1.09028,-8.14111
174,1.09144,-24.1808
184,1.07981,-15.0476
188,1.0501,-18.1921
195,1.08257,-8.33435
196,1.09932,-27.3518
198,1.04817,-18.5353
207,1.06488,-16.6344
216,1.081,-22.8281
217,1.03118,-8.29229
218,1.0585,-17.6966
221,1.04083,-0.226429
225,1.07836,-21.5531
280,1.07007,-12.9928
283,1.0741,-15.4252
292,1.06189,-14.6406
305,1.0847,-27.39
306,1.04768,-20.4176
314,1.01746,-18.9937
333,1.02666,-33.2394
338,1.1,-6.98358
346,1.0759,-20.5798
350,1.0687,-23.8732
352,1.05079,-5.4754
367,1.09518,-24.7434
401,1.08798,-11.6332
408,1.0824,-15.0478
410,1.07125,-16.7935
413,1.099,-18.2231
416,1.06743,-12.6478
426,1.07629,-15.141
432,1.07589,0.139189
444,1.07416,-15.5103
449,1.03901,-14.5319
453,1.06015,-5.15096
455,1.05919,-20.1644
490,1.05373,-24.2958
500,1.07381,-17.3391
502,1.09975,-3.61211
506,1.09933,-1.99902
513,1.09403,-4.19583
516,1.08463,-26.8445
520,1.077,-10.3933
549,1.1,-9.35608
554,1.05197,-21.2997
556,1.05448,-24.0403
561,1.08848,-11.8317
564,1.09295,-37.6535
575,1.08403,-14.7873
583,1.06557,-19.3693
594,1.08368,-17.9239
601,1.05213,-13.6046
604,1.02649,-14.1731
608,1.09616,-13.4185
609,1.05351,-18.5661
615,1.09666,-3.41317
616,1.05906,-11.9189
619,1.08162,-25.6131
639,1.09744,-26.9146
641,1.09659,-12.2898
658,1.06923,-10.3517
661,1.02345,-3.36449
666,1.02987,-10.268
678,1.08731,1.5433
682,1.08636,-8.12546
687,1.09982,-7.22308
707,1.0771,-7.00687
718,1.07078,-11.5456
720,1.02646,-24.5329
726,1.09085,-8.02196
742,1.1,-7.22458
747,1.09843,-27.4098
749,1.08719,-7.02104
750,1.08272,-22.6936
757,1.04659,-13.9177
766,1.08848,-19.1929
769,1.05931,-13.706
772,1.06214,-17.4879
776,1.07482,-13.4218
778,1.09969,-8.53767
789,1.08737,-9.3804
795,1.09536,-12.3723
800,1.07369,-15.4568
803,1.08524,-12.024
804,1.1,-7.49241
805,1.0681,-15.8161
809,1.06264,-3.02528
819,1.09746,-2.36297
823,1.05279,-5.27169
839,1.0585,-4.80641
851,1.09984,2.55255
858,1.06799,-4.20396
870,1.08239,-22.8392
871,1.08694,-11.1337
883,1.06344,-10.1342
891,1.08716,-10.4386
892,1.08047,-28.3087
900,1.07838,-13.0717
903,1.0984,-27.4338
905,1.04624,-18.7368
907,1.09401,-9.34276
908,1.09246,-9.73025
920,1.08057,-20.0851
923,1.05301,-24.3649
933,1.05168,-20.8934
935,1.08375,-24.8787
953,1.07137,-13.1967
954,1.07914,-22.4436
960,1.09933,-1.99901
964,1.04732,-12.9301
972,1.05192,-3.38282
980,1.082,-25.5061
1001,1.08431,-27.0122
1002,1.07975,-19.366
1005,1.09539,-7.8444
1015,1.08945,-9.50889
1026,1.06119,-10.0043
1027,1.0126,-19.4263
1033,1.08254,-22.7653
1035,1.08532,-27.2814
1039,1.06248,-19.8736
1040,1.09255,-8.43984
1043,1.06341,-4.55562
1051,1.09544,-10.3234
1077,1.0741,-15.4253
1078,1.1,-6.91847
1081,1.07532,-9.22941
1083,1.07311,-14.2824
1090,1.02826,-23.1892
1093,1.06062,-9.96422
1096,1.09532,-2.86669
1100,1.09484,-4.97431
1101,1.06372,-18.6483
1102,1.09891,-18.2218
1105,1.09926,-27.3577
1111,1.08382,-17.9258
1129,1.02162,-24
1136,1.06223,-19.1613
1137,1.08327,-24.8394
1146,1.04574,-10.4275
1151,1.0789,-19.9194
1153,1.07291,-9.22464
1156,1.05644,-23.7414
1159,1.065,-28.9607
1172,1.0987,-26.6209
1179,1.02929,-8.49574
1183,1.08163,-25.2818
1187,1.05466,-9.74411
1188,1.09489,-9.67311
1194,1.06809,-12.3404
1198,1.03195,-11.4037
1201,1.09351,-14.0776
1216,1.07274,-13.7842
1233,1.05635,-23.7662
1234,1.04177,-17.1806
1237,1.10348,-5.56204
1248,1.04812,-13.7743
1249,1.04305,-12.0259
1251,1.06036,-9.96828
1262,1.05655,-23.312
1265,1.08731,-41.9624
1275,1.05366,-19.3503
1295,1.09495,-10.084
1301,1.06998,-21.6167
1305,1.08265,-12.8436
1311,1.04083,-17.3816
1326,1.08062,-28.3097
1334,1.04318,-16.9265
1341,1.06309,-18.6441
1343,1.03421,-11.6097
1354,1.09919,-3.69437
1355,1.07475,-8.8938
1364,1.04394,-14.6965
1380,1.07753,-16.57
1394,1.09915,-27.3463
1397,1.09995,-8.8018
1398,1.02745,-19.4227
1401,1.04838,-15.9092
1414,1.05074,-26.6436
1415,1.06688,-12.7916
1422,1.09992,-6.79189
1435,1.0659,-24.864
1436,1.09984,-8.74045
1448,1.08972,-18.011
1459,1.0779,-22.7177
1462,1.09995,-6.7924
1465,1.00617,-16.76
1478,1.07722,-18.1949
1483,1.08273,-21.0018
1486,1.053,-24.5805
1494,1.04271,-15.8099
1502,1.04341,-19.3276
1504,1.06477,-17.589
1526,1.0798,-15.047
1538,1.07889,-12.8341
1539,1.09812,-10.8105
1541,1.1,-1.77319
1545,1.06794,-24.382
1547,1.07387,-17.3397
1551,1.06487,-21.3305
1552,1.06941,-12.4891
1554,1.05481,-18.1961
1556,1.09941,-3.65524
1562,1.07731,-26.1767
1566,1.06206,-25.6283
1568,1.08171,-25.5214
1578,1.08009,-15.609
1584,1.08828,-11.6107
1592,1.08748,-4.64143
1595,1.0442,-27.9585
1604,1.09995,-3.61381
1605,1.09535,-16.8194
1607,1.02978,-10.3684
1609,1.08474,-21.6475
1625,1.08835,-19.1912
1629,1.08201,-15.1941
1642,1.06455,-4.84854
1643,1.07736,-26.2081
1644,1.03681,-1.16741
1662,1.08128,-20.1155
1672,1.09945,-3.69609
1680,1.05006,-5.07446
1692,1.08525,-14.2845
1704,1.09439,-17.0865
1708,1.06889,-11.589
1709,1.02412,-15.3486
1711,1.09903,-26.8447
1721,1.09235,-1.70999
1730,1.03615,-16.1362
1742,1.04546,-18.0268
1746,1.08385,-24.5213
1750,1.06983,-20.8429
1754,1.05898,-6.94821
1758,1.03395,-7.97163
1763,1.0506,-24.5246
1767,1.06649,-38.2174
1768,1.04384,-14.2372
1775,1.09868,-5.70732
1794,0.994386,-1.06504
1798,0.990528,-10.9023
1803,1.05683,-23.314
1808,1.09678,-2.02822
1813,1.07993,-5.77431
1817,1.07461,-12.7291
1833,1.06075,-22.4664
1838,1.06137,-22.306
1844,1.09947,-3.69558
1851,1.09986,-8.73052
1852,1.09221,-2.18745
1857,1.08237,-11.9437
1860,1.08212,-7.22007
1866,1.06011,-12.1371
1868,1.09271,-12.5241
1876,1.06111,-12.6631
1883,1.04471,-16.9408
1888,1.09633,-4.01953
1895,1.09013,1.98196
1896,1.05408,-5.74547
1910,1.09973,-8.56517
1914,1.08475,-10.7679
1917,1.08511,-25.5003
1923,1.01201,-13.6529
1940,1.06822,-16.0753
1959,1.09721,-3.28623
1965,1.0876,-41.5108
1973,1.09923,-27.3329
1979,1.08431,-27.0122
1980,1.07617,-20.6952
1998,1.06687,-21.7367
2012,1.07158,-20.3574
2019,1.07969,-20.375
2020,1.08563,-24.5287
2021,1.0847,-25.3433
2035,1.06635,-2.19637
2042,1.08494,-8.05031
2043,1.09991,-6.79277
2044,1.08998,-10.9426
2050,1.06505,-3.51868
2056,1.07176,-10.2437
2057,1.09621,-27.7183
2072,1.08129,-2.32333
2078,1.07584,-13.6293
2079,1.0748,-15.7995
2083,1.06244,-19.1081
2085,1.02349,-3.36485
2088,1.06466,-16.6593
2089,1.07816,-26.098
2093,1.02073,-12.8306
2101,1.06017,-7.19566
2128,1.05326,-24.3426
2129,1.05882,-5.90957
2132,1.04914,-16.1489
2142,1.09587,-7.80595
2155,1.08504,-8.04128
2161,1.06709,-11.4248
2166,1.08274,-17.3874
2174,1.03672,-14.207
2177,1.09543,-6.36758
2183,1.02094,-16.9686
2189,1.09977,-7.1439
2197,1.07146,-6.53232
2208,1.08086,-11.9826
2229,1.08859,-16.1876
2230,1.06089,-22.4676
2231,1.09234,-2.66261
2242,1.05605,-17.6935
2252,1.09121,-38.4579
2273,1.09885,-27.3704
2276,1.0976,-5.05702
2286,1.06112,-11.6813
2288,1.08209,-8.58506
2291,1.08885,-9.18347
2303,1.04708,-16.6258
2304,1.07677,-8.87592
2308,1.06437,-24.9826
2313,1.08139,-22.1999
2319,1.0914,-9.88086
2327,1.08203,-25.5017
2328,1.02454,-17.3773
2337,1.06372,-22.9765
2340,1.07908,-15.8187
2341,1.08557,-9.03385
2359,1.07108,-10.157
2360,1.08794,-15.198
2361,1.1,-26.5924
2365,1.04702,-18.7542
2372,1.01063,-18.9302
2377,1.04808,-17.6777
2393,1.08247,5.20368
2406,1.08327,-24.8394
2421,1.07475,-22.6623
2424,1.053,-23.6807
2425,1.02222,-13.0606
2426,1.09897,-12.1171
2430,1.04546,-14.527
2432,1.04558,-17.7577
2438,1.08137,-22.1996
2446,1.03846,4.57961
2457,1.08171,-22.8553
2458,1.02259,-16.2767
2467,1.02655,-17.2382
2468,1.1,-7.03601
2475,1.09281,-9.61531
2479,1.05911,-4.56615
2481,1.0712,-18.6591
2489,1.09231,-2.6623
2503,1.03099,-22.9862
2510,1.0634,-13.3615
2518,1.01561,-11.7478
2526,1.06011,-17.5554
2527,1.06544,-8.87616
2535,1.09221,-4.71419
2550,1.09971,-8.56493
2558,1.0629,-18.114
2563,1.06485,-10.521
2575,1.03,-8.41632
2591,1.06954,-17.2733
2597,1.07959,-10.6926
2598,1.05103,-15.049
2600,1.09946,-12.1238
2627,1.02459,-0.456039
2629,1.08011,-24.8987
2641,1.08171,-15.3501
2644,1.09766,-25.9028
2653,1.0538,-24.2895
2654,1.02922,-19.1807
2656,1.06232,-3.48112
2676,1.08558,-12.18
2689,1.08889,-5.00043
2695,1.07488,-20.2513
2702,1.07807,-25.9462
2719,1.09536,-12.3723
2721,1.02677,-21.0641
2732,1.02183,-11.1736
2749,1.09606,-27.0295
2751,1.07715,-22.7916
2754,1.08343,-16.0566
2770,1.08911,-13.1589
2782,1.09947,-3.69532
2786,1.05252,3.98126
2794,1.06244,-19.1081
2795,1.08534,-24.6906
2797,1.09484,-4.97431
2799,1.09517,-7.84179
2801,1.08262,-22.7475
2806,1.09352,-2.09885
2815,1.05394,-24.2625
2816,1.04976,-4.71204
2841,1.09263,-3.52138
2842,1.1,-3.5837
2847,1.06988,-10.165
2848,1.02776,-11.0713
2850,1.05407,-19.2399
2854,1.08525,-4.55833
2863,1.08217,-11.9607
2866,1.09093,-4.48842
2872,1.08605,-10.6497
2877,1.05311,-14.3848
2878,1.09189,-9.84926
2886,1.08522,-17.0751
2888,1.0318,-22.7697
2889,1.09531,-2.86666
2898,1.05314,-24.3501
2902,1.09955,-3.92918
2910,1.09039,-4.57511
2918,1.0493,-10.158
2919,1.01458,-19.3797
2924,1.07002,-22.7586
2928,1.09906,-27.367
2930,1.09995,-8.71283
2931,1.05217,-26.7704
2934,1.1,-8.3188
2938,1.03395,-10.2904
2940,1.02277,-17.47
2949,1.09754,-3.48204
2961,1.08277,-22.6406
2967,1.0739,-18.417
2968,1.02899,-11.9393
2972,1.05546,-19.3088
2980,1.09933,-1.99902
2981,1.09008,-18.0139
2985,1.08406,-8.13992
2995,1.07286,-8.76091
3013,1.09978,-3.41843
3018,1.09547,-10.3237
3019,1.05438,-24.0399
3021,1.08274,-15.0205
3022,1.06004,-12.2278
3028,1.06585,-2.35595
3036,1.08165,-25.5411
3037,1.09744,-17.9969
3044,1.08837,-15.1513
3051,1.07078,-11.5456
3069,1.07909,-12.8189
3070,1.03179,-22.7697
3071,1.09974,-8.64107
3072,1.09678,-27.0042
3075,1.03874,-17.4912
3082,1.02554,-15.872
3083,1.07662,-22.2202
3085,1.07547,-22.2759
3112,1.08568,0.139189
3114,1.08972,-9.79401
3121,1.07995,-5.65803
3126,1.03266,-18.8546
3133,1.08541,-7.48819
3134,1.08754,-13.4724
3137,1.08557,-9.03385
3145,1.02094,-22.5348
3166,1.07664,-13.4723
3183,1.09506,-7.8409
3184,1.07553,-20.6176
3187,1.06713,-16.5871
3191,1.08022,-15.6653
3200,1.05346,-24.3336
3204,1.06341,-10.2583
3205,1.03158,-7.1719
3218,1.08364,-11.6597
3221,1.05926,-16.8129
3231,1.0646,-17.5868
3239,1.08899,-5.84111
3240,1.09513,-2.90838
3241,1.04489,-17.7457
3243,1.01261,-19.4264
3246,1.09977,5.31616
3248,1.08307,-14.1455
3255,1.05683,-23.314
3276,1.09574,-7.79599
3293,1.07839,-14.8833
3306,1.08276,5.57479
3324,1.08064,-13.1851
3325,1.06753,-21.6561
3327,1.04966,-16.8224
3331,1.06386,-10.2114
3344,1.06334,-19.7545
3346,1.02288,-12.5218
3353,1.09443,-4.16665
3364,1.09535,-7.79382
3377,1.06144,-10.8195
3390,1.08258,-14.9977
3391,1.07487,-22.2256
3400,1.08239,-25.456
3401,1.09642,-12.5589
3412,1.08568,0.139189
3422,1.09677,-3.46519
3430,1.07869,-13.4868
3435,1.07844,-25.8955
3436,1.08696,-10.6034
3445,1.03017,-10.1703
3450,1.08175,-22.5135
3481,1.05149,-21.2958
3483,1.04009,-5.12465
3485,1.01315,-17.328
3486,1.06519,-20.7507
3488,1.07862,-15.9285
3492,1.07283,-14.1851
3496,1.0579,-22.2125
3498,1.04629,-13.9597
3499,1.06907,-4.20718
3502,1.06494,-10.7944
3503,1.06687,-12.7914
3513,1.06339,-4.58602
3519,1.06137,-3.54119
3520,1.08472,-8.08309
3526,1.0993,-7.27883
3535,1.06164,-25.3373
3541,1.06493,-24.892
3543,1.01293,-18.8288
3545,1.09475,-7.90488
3557,1.09582,-27.4808
3558,1.09237,-1.71055
3565,1.09205,-3.83317
3577,1.01953,-7.92212
3579,1.09502,-32.5781
3580,1.08634,-27.0225
3589,1.09916,-3.65964
3594,1.05826,-20.0275
3601,1.07565,-20.638
3602,1.0596,-19.5359
3608,1.02939,-34.2491
3609,1.09946,-3.69653
3610,1.06123,-22.6285
3611,1.07055,-18.7797
3613,1.04785,-23.0616
3643,1.06247,-19.544
3645,1.06971,-22.781
3649,1.07128,-25.7305
3654,1.09866,-27.422
3656,1.08964,-9.9529
3657,1.1,-27.1242
3661,1.07933,0.61388
3670,1.05816,-22.829
3672,1.07027,-16.1999
3674,1.05346,-14.3013
3680,1.09532,-12.3717
3697,1.06728,-12.6744
3698,1.0835,-22.5464
3701,1.08282,-25.3974
3707,1.07889,-12.9966
3718,1.08062,-25.6083
3737,1.09161,-4.74832
3740,1.07461,-20.452
3741,1.06672,-1.99288
3749,1.08563,-8.33104
3758,1.05506,-17.6854
3760,1.07294,-22.2671
3768,1.07702,-22.7995
3775,1.03397,-22.7571
3786,1.09392,-18.9063
3793,1.06804,-13.8264
3794,1.04829,-23.1165
3809,1.1,-25.0756
3814,1.07609,-22.8581
3817,1.1,0.766519
3818,1.07794,-26.1117
3825,1.06047,-9.87757
