bus_id,Pg,Qg
124,852.772,-19.7157
150,7.29503e-09,-9.63712
221,100,-65.3
338,120,-13.5932
352,666.67,226.092
413,4.6905e-09,33.6541
453,540,-3.92729
516,528.982,4.34225
564,100,-19.35
583,-360,17.88
615,7.10561e-09,-7.79
616,480,18.3776
639,100,114.578
682,80,-11.06
749,240,-43.84
757,120,51.3
776,-148.53,18.16
778,3.02523e-09,-1.0867
795,3.05524e-07,6.59261
803,-118.93,33.6477
823,666.67,880.472
851,200,96.64
858,867.828,174.81
891,2400,870.788
972,666.67,218.09
1001,120,55.02
1002,200,89.55
1043,300,0.159231
1083,7.76751e-09,24.633
1093,400,203.172
1100,4.1332e-09,1.54287e-05
1102,-165.54,38.0499
1237,2000,317.141
1251,400,135.595
1295,-165.47,36.92
1341,9.26247e-09,57.03
1354,100,38.0799
1422,78.9099,18.09
1436,3.96565e-08,15.3549
1478,3.17703e-08,36.4
1604,5.18012e-09,15.6955
1642,4.10026e-09,37.74
1680,1709.99,4.17944
1708,1000,300.485
1721,4.22513e-09,-4.12096
1754,3.7125e-09,16.99
1794,1389.92,-297.68
1808,100,13.157
1851,31.92,11.7597
1852,100,58.16
1888,912.78,180.684
1914,39.35,0.0367318
1959,40,-6.75
2035,1000,172.633
2050,666.67,154.365
2085,5.01013e-08,7.74821
2177,100,-16.26
2197,-71.05,19.51
2276,5.6052e-09,-1.19935e-05
2291,9.02136e-09,-28.93
2359,1.59482e-08,34.35
2421,100,-12.45
2425,-134,-20.49
2426,-57.6,105.34
2446,2000,229.045
2468,80,-5.60017
2481,7.99723e-08,0.283271
2489,2.76662e-07,26.558
2550,6.34557e-09,-2.664
2600,5.96636e-09,16.9465
2627,666.67,-11.7387
2653,4.18112e-09,-2.70762
2719,1.22338e-08,16.3308
2786,2000,310.452
2797,100,59.3502
2799,8.90237e-09,-21.6599
2816,1005.9,226.687
2841,120,-18.76
2842,40,12.1661
2872,2.52174e-08,-2.53999
2878,214.86,12.221
2886,7.83029e-09,0.348136
2902,1.73835e-08,-5.72
2930,80,14.2149
2934,6.83,-1.90999
2985,1.91071e-07,-8.39443
3018,1.60726e-08,10.0571
3028,913.916,156.598
3114,40,-7.61
3133,240,-35.56
3134,-181.73,36.0058
3183,5.17654e-09,-2.44614
3205,1.15338e-08,-69.7535
3218,-143.2,36.79
3240,-56.4,13.1519
3306,853,0.540663
3324,100,38.13
3346,80,-12.76
3353,1.19675e-09,-1.98527
3364,135.27,-26.9253
3390,8.42026e-09,54.59
3422,5.2923e-09,-16.5
3436,1200,69.3644
3492,-494.4,53.75
3513,900,154.425
3565,5.88805e-09,-10.97
3580,1.62902e-08,261.7
3611,100,31.7477
3656,100,-33.32
3661,333.33,-4.4604
3698,100,36.34
3741,1200,179.922
3809,700,128.344
3825,900,137.782
3869,333.33,180.1
3876,100,34.27
3916,100,38.02
3951,-36.13,-5.55878
3971,-179.33,0.227353
4024,5.88972e-09,7.74823
4056,-102.53,17.75
4084,600,34.3719
4118,3.02852e-08,9.4422
4125,3.16546e-08,-13
4128,8.24018e-09,57.03
4231,4188.95,678.904
4331,4.4369e-09,12.9917
4395,100,38.48
4419,333.33,-6.16928
4480,333.33,40.2057
4482,80,0.211706
4506,-229.07,37.86
4566,-40.51,37.94
4624,80,35.62
4661,100,19.14
4701,281.85,0.676564
4783,853,0.573675
4816,100,38.37
4819,333.33,196.41
4823,4.16054e-09,-2.07
4850,6.81616e-09,29.9224
4880,100,1.75937
4918,6.31131e-09,37.27
4952,-16.77,7.77521
5004,7.96109e-09,-41.2847
5019,3.28203e-08,13.1612
5051,8.81599e-10,53.4356
5067,1.84723e-08,258.91
5110,100,38.28
5120,9.68387e-09,-1.22074e-06
5144,666.67,100.922
5237,5.84665e-09,41.2062
5278,120,51.3
5340,-212,36.37
5365,40,-6.75
5379,666.67,174.168
5395,-527.73,58.06
5461,4.40956e-09,38.26
5481,2000,260.357
5482,3.13493e-08,46.3005
5486,333.33,-4.49856
5488,-128.53,37.49
5490,4000,140.667
5533,4.73354e-09,34.5606
5546,1.44252e-08,7.01986e-06
5564,1.08861e-08,-12.99
5658,240,103.18
5664,1.37811e-08,-21.7449
5709,1183,0.21401
5781,600,192.378
5814,146.67,167.961
5856,480,162.168
5881,7.38208e-10,-11.3229
5940,-99.87,17.21
5971,666.67,190.341
5983,-136.67,37.27
5994,100,12.1586
6036,900,390.4
6153,769.94,-1.27472
6168,1.66148e-08,-0.0394003
6291,5.39893e-09,58.12
6331,6.97102e-09,2.08029e-06
6332,200,-27.95
6351,1.54008e-08,38.29
6368,100,51.11
6376,100,19.8992
6429,1.95247e-08,88.83
6474,333.33,-2.52195
6516,155.811,96.3415
6552,-272.27,35.2621
6734,720,264.483
6807,160,64.6528
6816,160,12.7833
6820,7.2222e-10,-1.83419e-05
6831,-76.67,35.62
6845,7.07441e-08,51.7837
6852,-459.87,18.56
6857,3356.71,87.4968
6888,88.67,-0.771666
6947,280,99.7008
6969,80,-11.27
6982,-16.8,44.5604
7036,80,-13.72
7049,120,58.18
7056,200,267.36
7115,1.58305e-08,-0.0458139
7159,333.33,-6.15974
7183,666.67,173.813
7209,7.35,-1.25167
7267,100,89.84
7282,1333.33,116.298
7327,160,35.1435
7328,6.40393e-09,37.45
7466,100,-68.246
7474,7.86182e-09,54.9964
7495,50.53,57.0847
7520,266.67,350.36
7522,800,371.11
7641,200,155.884
7697,2.89492e-09,116.501
7776,666.67,133.923
7808,2000,-297.68
7842,200,-17.1509
7913,666.67,269.596
7998,900,161.618
8043,-36,-23.96
8109,1041.6,1058.23
8158,6.38517e-09,8.89101e-07
8222,2.34166e-07,35.76
8225,40,-5.42
8267,7.49482e-09,72.6588
8311,-11.66,2.47835
8312,1990.31,32.7499
8458,1000,16.4062
8473,100,90.21
8486,80,34.16
8515,3.61647e-09,-31.43
8522,-100.92,3.61
8564,-86.67,29.3621
8670,100,32.2599
8676,100,34.92
8683,100,54.32
8721,2000,66.8561
8795,240,-7.79849
8807,100,35.84
8818,160,-6.66734
8872,1677,0.0501321
8903,1.25457e-08,-28.41
8950,100,38.23
8961,-82.4,14.8872
8976,4.96793e-09,-3.55495
8997,4.75912e-09,107.59
9067,146.67,52.6487
9101,1000,125.881
9108,100,10.9655
9137,100,181.321
9140,100,73.19
9150,333.33,198.08
9174,-441.87,175
9180,1.0607e-08,-4.54778
